Unnamed: 0,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
1761,ENSG00000276234,37406886,37479725,17,protein_coding,TADA2A,ENSMUSG00000018651,83969746,84020426,11,protein_coding,Tada2a
4982,ENSG00000152382,166856510,166876264,1,protein_coding,TADA1,ENSMUSG00000026563,166206666,166221190,1,protein_coding,Tada1
12847,ENSG00000184292,58575433,58577252,1,protein_coding,TACSTD2,ENSMUSG00000051397,67511046,67512780,6,protein_coding,Tacstd2
5830,ENSG00000169836,103586031,103719985,4,protein_coding,TACR3,ENSMUSG00000028172,134534768,134640340,3,protein_coding,Tacr3
2064,ENSG00000075073,69403903,69416918,10,protein_coding,TACR2,ENSMUSG00000020081,62088217,62101769,10,protein_coding,Tacr2
6787,ENSG00000115353,75046463,75199520,2,protein_coding,TACR1,ENSMUSG00000030043,82379315,82537085,6,protein_coding,Tacr1
308,ENSG00000136463,63600882,63608365,17,protein_coding,TACO1,ENSMUSG00000001983,105956887,105964438,11,protein_coding,Taco1
9485,ENSG00000013810,1712858,1745171,4,protein_coding,TACC3,ENSMUSG00000037313,33815472,33836339,5,protein_coding,Tacc3
7178,ENSG00000138162,121989163,122254545,10,protein_coding,TACC2,ENSMUSG00000030852,130179168,130366515,7,protein_coding,Tacc2
14348,ENSG00000147526,38728186,38853028,8,protein_coding,TACC1,ENSMUSG00000065954,25644568,25746604,8,protein_coding,Tacc1
2506,ENSG00000176358,49838300,49848069,17,protein_coding,TAC4,ENSMUSG00000020872,95152355,95160091,11,protein_coding,Tac4
4462,ENSG00000166863,57010000,57028883,12,protein_coding,TAC3,ENSMUSG00000025400,127560347,127567637,10,protein_coding,Tac2
14060,ENSG00000006128,97732084,97740472,7,protein_coding,TAC1,ENSMUSG00000061762,7554879,7565834,6,protein_coding,Tac1
8940,ENSG00000157625,30827442,30975084,X,protein_coding,TAB3,ENSMUSG00000035476,84617628,84678075,X,protein_coding,Tab3
1469,ENSG00000055208,149218641,149411613,6,protein_coding,TAB2,ENSMUSG00000015755,7781417,7831994,10,protein_coding,Tab2
3272,ENSG00000100324,39399778,39437060,22,protein_coding,TAB1,ENSMUSG00000022414,80017328,80045908,15,protein_coding,Tab1
9532,ENSG00000237110,132538290,132539336,6,protein_coding,TAAR9,ENSMUSG00000037424,23984386,23985432,10,protein_coding,Taar9
14591,ENSG00000135569,132588592,132589741,6,protein_coding,TAAR5,ENSMUSG00000069706,23846604,23847617,10,protein_coding,Taar5
13851,ENSG00000146378,132617022,132624275,6,protein_coding,TAAR2,ENSMUSG00000059763,23814470,23817481,10,protein_coding,Taar2
13502,ENSG00000146399,132643312,132659182,6,protein_coding,TAAR1,ENSMUSG00000056379,23796254,23797367,10,protein_coding,Taar1
14121,ENSG00000164458,166157656,166168700,6,protein_coding,TBXT,ENSMUSG00000062327,8653255,8661328,17,protein_coding,T
8269,ENSG00000198198,43389882,43454247,1,protein_coding,SZT2,ENSMUSG00000033253,118219940,118266470,4,protein_coding,Szt2
10716,ENSG00000055070,16352575,16398145,1,protein_coding,SZRD1,ENSMUSG00000040842,140840312,140867086,4,protein_coding,Szrd1
4166,ENSG00000162298,65121780,65134532,11,protein_coding,SYVN1,ENSMUSG00000024807,6096606,6103742,19,protein_coding,Syvn1
13261,ENSG00000147041,38006553,38128819,X,protein_coding,SYTL5,ENSMUSG00000054453,9751861,9860782,X,protein_coding,Sytl5
7341,ENSG00000102362,100671783,100732123,X,protein_coding,SYTL4,ENSMUSG00000031255,132837134,132882561,X,protein_coding,Sytl4
10978,ENSG00000164674,158650014,158764876,6,protein_coding,SYTL3,ENSMUSG00000041831,6926492,7005443,17,protein_coding,Sytl3
7058,ENSG00000137501,85694224,85811159,11,protein_coding,SYTL2,ENSMUSG00000030616,89951460,90059927,7,protein_coding,Sytl2
6204,ENSG00000142765,27342020,27353937,1,protein_coding,SYTL1,ENSMUSG00000028860,132980401,132990424,4,protein_coding,Sytl1
14138,ENSG00000170743,7238778,7469043,11,protein_coding,SYT9,ENSMUSG00000062542,106969935,107147863,7,protein_coding,Syt9
7266,ENSG00000149043,1828307,1837521,11,protein_coding,SYT8,ENSMUSG00000031098,141988587,141994133,7,protein_coding,Syt8
4129,ENSG00000011347,61513714,61581148,11,protein_coding,SYT7,ENSMUSG00000024743,10366454,10430544,19,protein_coding,Syt7
5658,ENSG00000134207,114089291,114153880,1,protein_coding,SYT6,ENSMUSG00000027849,103482547,103552885,3,protein_coding,Syt6
710,ENSG00000129990,55171196,55180289,19,protein_coding,SYT5,ENSMUSG00000004961,4542764,4550540,7,protein_coding,Syt5
3915,ENSG00000132872,43267892,43277535,18,protein_coding,SYT4,ENSMUSG00000024261,31570861,31580459,18,protein_coding,Syt4
7111,ENSG00000213023,50621307,50639881,19,protein_coding,SYT3,ENSMUSG00000030731,44033526,44049611,7,protein_coding,Syt3
4930,ENSG00000143858,202590596,202710454,1,protein_coding,SYT2,ENSMUSG00000026452,134574415,134690331,1,protein_coding,Syt2
13712,ENSG00000103528,19167971,19268332,16,protein_coding,SYT17,ENSMUSG00000058420,117979940,118047445,7,protein_coding,Syt17
11648,ENSG00000139973,61811974,62112550,14,protein_coding,SYT16,ENSMUSG00000044912,74044435,74320041,12,protein_coding,Syt16
10879,ENSG00000204176,46578217,46594173,10,protein_coding,SYT15,ENSMUSG00000041479,33941552,33952377,14,protein_coding,Syt15
1515,ENSG00000143469,209900923,210171389,1,protein_coding,SYT14,ENSMUSG00000016200,192573541,192718083,1,protein_coding,Syt14
5326,ENSG00000019505,45240302,45286341,11,protein_coding,SYT13,ENSMUSG00000027220,92745443,92786403,2,protein_coding,Syt13
12455,ENSG00000173227,67006778,67050863,11,protein_coding,SYT12,ENSMUSG00000049303,4495936,4527475,19,protein_coding,Syt12
14558,ENSG00000132718,155859567,155885199,1,protein_coding,SYT11,ENSMUSG00000068923,88652007,88682471,3,protein_coding,Syt11
14205,ENSG00000110975,33374238,33439819,12,protein_coding,SYT10,ENSMUSG00000063260,89666596,89726063,15,protein_coding,Syt10
9045,ENSG00000067715,78863993,79452008,12,protein_coding,SYT1,ENSMUSG00000035864,108333511,108846843,10,protein_coding,Syt1
5682,ENSG00000143028,109466546,109482134,1,protein_coding,SYPL2,ENSMUSG00000027887,108118788,108133964,3,protein_coding,Sypl2
2327,ENSG00000008282,106090505,106112576,7,protein_coding,SYPL1,ENSMUSG00000020570,33003890,33029859,12,protein_coding,Sypl
7288,ENSG00000102003,49187815,49200218,X,protein_coding,SYP,ENSMUSG00000031144,7504710,7519495,X,protein_coding,Syp
8776,ENSG00000275066,37514807,37609472,17,protein_coding,SYNRG,ENSMUSG00000034940,83855254,83935404,11,protein_coding,Synrg
13495,ENSG00000163630,63228315,63616924,3,protein_coding,SYNPR,ENSMUSG00000056296,8853423,9184983,14,protein_coding,Synpr
10231,ENSG00000166317,73644881,73663803,10,protein_coding,SYNPO2L,ENSMUSG00000039376,20709014,20718422,14,protein_coding,Synpo2l
12651,ENSG00000172403,118850688,119061247,4,protein_coding,SYNPO2,ENSMUSG00000050315,122870168,123029798,3,protein_coding,Synpo2
11326,ENSG00000171992,150601080,150659207,5,protein_coding,SYNPO,ENSMUSG00000043079,60727045,60793214,18,protein_coding,Synpo
7028,ENSG00000182253,99098217,99135593,15,protein_coding,SYNM,ENSMUSG00000030554,67379908,67409490,7,protein_coding,Synm
15457,ENSG00000213463,70366499,70417090,14,protein_coding,SYNJ2BP,ENSMUSG00000090935,81544715,81579685,12,protein_coding,Synj2bp
3697,ENSG00000078269,157981863,158099176,6,protein_coding,SYNJ2,ENSMUSG00000023805,5991555,6094565,17,protein_coding,Synj2
3566,ENSG00000159082,32628759,32728040,21,protein_coding,SYNJ1,ENSMUSG00000022973,90732980,90808196,16,protein_coding,Synj1
10503,ENSG00000105467,48364367,48376377,19,protein_coding,SYNGR4,ENSMUSG00000040231,45534646,45546138,7,protein_coding,Syngr4
973,ENSG00000127561,1989660,1994275,16,protein_coding,SYNGR3,ENSMUSG00000007021,24904066,24908929,17,protein_coding,Syngr3
12280,ENSG00000108639,78168581,78173527,17,protein_coding,SYNGR2,ENSMUSG00000048277,117700494,117705109,11,protein_coding,Syngr2
3273,ENSG00000100321,39349925,39385575,22,protein_coding,SYNGR1,ENSMUSG00000022415,79975535,80003702,15,protein_coding,Syngr1
14457,ENSG00000197283,33419661,33453689,6,protein_coding,SYNGAP1,ENSMUSG00000067629,27160227,27191408,17,protein_coding,Syngap1
1895,ENSG00000181392,36003307,36008813,19,protein_coding,SYNE4,ENSMUSG00000019737,30014232,30018471,7,protein_coding,Syne4
13224,ENSG00000176438,95407266,95516650,14,protein_coding,SYNE3,ENSMUSG00000054150,104896192,104976068,12,protein_coding,Syne3
14227,ENSG00000054654,63761899,64226433,14,protein_coding,SYNE2,ENSMUSG00000063450,75864908,76157700,12,protein_coding,Syne2
15565,ENSG00000131018,152121687,152637801,6,protein_coding,SYNE1,ENSMUSG00000096054,4970917,5501482,10,protein_coding,Syne1
14739,ENSG00000183379,74405894,74426210,14,protein_coding,SYNDIG1L,ENSMUSG00000071234,84724051,84745605,12,protein_coding,Syndig1l
15041,ENSG00000101463,24469629,24666616,20,protein_coding,SYNDIG1,ENSMUSG00000074736,149671131,149846312,2,protein_coding,Syndig1
201,ENSG00000162520,32679906,32703596,1,protein_coding,SYNC,ENSMUSG00000001333,129181410,129202352,4,protein_coding,Sync
13837,ENSG00000185666,32507820,33058381,22,protein_coding,SYN3,ENSMUSG00000059602,85890989,86334760,10,protein_coding,Syn3
1111,ENSG00000157152,12004388,12192032,3,protein_coding,SYN2,ENSMUSG00000009394,115111863,115258967,6,protein_coding,Syn2
9457,ENSG00000008056,47571901,47619857,X,protein_coding,SYN1,ENSMUSG00000037217,20726750,20787243,X,protein_coding,Syn1
3633,ENSG00000125755,45815410,45863194,19,protein_coding,SYMPK,ENSMUSG00000023118,18758302,18788543,7,protein_coding,Sympk
2778,ENSG00000165025,90801787,90898549,9,protein_coding,SYK,ENSMUSG00000021457,52737209,52802828,13,protein_coding,Syk
6181,ENSG00000117614,25222276,25232502,1,protein_coding,SYF2,ENSMUSG00000028821,134658209,134664859,4,protein_coding,Syf2
9327,ENSG00000097096,85156889,85201016,1,protein_coding,SYDE2,ENSMUSG00000036863,145693625,145727475,3,protein_coding,Syde2
8112,ENSG00000105137,15107401,15114985,19,protein_coding,SYDE1,ENSMUSG00000032714,78420337,78427798,10,protein_coding,Syde1
9980,ENSG00000153157,10886831,10979320,6,protein_coding,SYCP2L,ENSMUSG00000038651,41267783,41327827,13,protein_coding,Sycp2l
13927,ENSG00000196074,59863564,59933655,20,protein_coding,SYCP2,ENSMUSG00000060445,177987086,178049478,2,protein_coding,Sycp2
5661,ENSG00000198765,114854863,114995370,1,protein_coding,SYCP1,ENSMUSG00000027855,102725815,102843416,3,protein_coding,Sycp1
15346,ENSG00000179751,39202825,39204263,19,protein_coding,SYCN,ENSMUSG00000084174,28240310,28241634,7,protein_coding,Sycn
15243,ENSG00000217442,50551112,50562919,22,protein_coding,SYCE3,ENSMUSG00000078938,89274377,89294706,15,protein_coding,Syce3
573,ENSG00000161860,12898786,12919293,19,protein_coding,SYCE2,ENSMUSG00000003824,85598740,85614850,8,protein_coding,Syce2
8311,ENSG00000205078,77199408,77213215,16,protein_coding,SYCE1L,ENSMUSG00000033409,114369845,114382165,8,protein_coding,Syce1l
4501,ENSG00000171772,133553901,133569835,10,protein_coding,SYCE1,ENSMUSG00000025480,140357142,140367765,7,protein_coding,Syce1
3234,ENSG00000147642,109573978,109691791,8,protein_coding,SYBU,ENSMUSG00000022340,44535252,44651459,15,protein_coding,Sybu
7385,ENSG00000169895,16719612,16765340,X,protein_coding,SYAP1,ENSMUSG00000031357,161640053,161671443,X,protein_coding,Syap1
13042,ENSG00000116668,185157080,185291781,1,protein_coding,SWT1,ENSMUSG00000052748,151243450,151304206,1,protein_coding,Swt1
12816,ENSG00000173928,11374666,11376951,19,protein_coding,SWSAP1,ENSMUSG00000051238,21867051,21869560,9,protein_coding,Swsap1
11600,ENSG00000175854,128275379,128316123,9,protein_coding,SWI5,ENSMUSG00000044627,32168828,32178087,2,protein_coding,Swi5
7242,ENSG00000133789,9664077,9752993,11,protein_coding,SWAP70,ENSMUSG00000031015,109820918,109882713,7,protein_coding,Swap70
6733,ENSG00000157703,138594285,138701362,7,protein_coding,SVOPL,ENSMUSG00000029830,37960674,38023931,6,protein_coding,Svopl
11040,ENSG00000166111,108907741,109021068,12,protein_coding,SVOP,ENSMUSG00000042078,114164971,114229631,5,protein_coding,Svop
14959,ENSG00000198168,22813799,22830299,11,protein_coding,SVIP,ENSMUSG00000074093,51646919,51655766,7,protein_coding,Svip
3899,ENSG00000197321,29457338,29736959,10,protein_coding,SVIL,ENSMUSG00000024236,4920540,5119299,18,protein_coding,Svil
5923,ENSG00000165124,110365248,110579880,9,protein_coding,SVEP1,ENSMUSG00000028369,58042442,58206859,4,protein_coding,Svep1
6080,ENSG00000177868,42807052,42817397,1,protein_coding,SVBP,ENSMUSG00000028643,119052503,119058495,4,protein_coding,Svbp
12792,ENSG00000122012,76083383,76353939,5,protein_coding,SV2C,ENSMUSG00000051111,96091102,96269085,13,protein_coding,Sv2c
13080,ENSG00000185518,91099950,91302565,15,protein_coding,SV2B,ENSMUSG00000053025,74764642,74959010,7,protein_coding,Sv2b
9904,ENSG00000159164,149903318,149917844,1,protein_coding,SV2A,ENSMUSG00000038486,96088467,96102837,3,protein_coding,Sv2a
1617,ENSG00000178691,31937007,32001038,17,protein_coding,SUZ12,ENSMUSG00000017548,79883932,79924949,11,protein_coding,Suz12
5040,ENSG00000152455,14878820,14904315,10,protein_coding,SUV39H2,ENSMUSG00000026646,3456852,3476068,2,protein_coding,Suv39h2
10186,ENSG00000101945,48695554,48709016,X,protein_coding,SUV39H1,ENSMUSG00000039231,7927410,7940999,X,protein_coding,Suv39h1
2639,ENSG00000100647,69611596,69715144,14,protein_coding,SUSD6,ENSMUSG00000021133,80837284,80927609,12,protein_coding,Susd6
15372,ENSG00000173705,33150043,33218810,3,protein_coding,SUSD5,ENSMUSG00000086596,113886208,113927796,9,protein_coding,Susd5
9948,ENSG00000143502,223220819,223364233,1,protein_coding,SUSD4,ENSMUSG00000038576,182591425,182724156,1,protein_coding,Susd4
2754,ENSG00000157303,93058688,93085133,9,protein_coding,SUSD3,ENSMUSG00000021384,49384166,49402182,13,protein_coding,Susd3
889,ENSG00000099994,24181487,24189106,22,protein_coding,SUSD2,ENSMUSG00000006342,75472540,75479842,10,protein_coding,Susd2
9949,ENSG00000106868,112040783,112175297,9,protein_coding,SUSD1,ENSMUSG00000038578,59314683,59438633,4,protein_coding,Susd1
9131,ENSG00000148296,133328776,133336188,9,protein_coding,SURF6,ENSMUSG00000036160,26778640,26792891,2,protein_coding,Surf6
1368,ENSG00000148248,133361450,133376166,9,protein_coding,SURF4,ENSMUSG00000014867,26810052,26823940,2,protein_coding,Surf4
1369,ENSG00000148291,133356550,133361158,9,protein_coding,SURF2,ENSMUSG00000014873,26806379,26810195,2,protein_coding,Surf2
1475,ENSG00000148290,133351758,133356676,9,protein_coding,SURF1,ENSMUSG00000015790,26803393,26806542,2,protein_coding,Surf1
2062,ENSG00000156502,69180234,69209099,10,protein_coding,SUPV3L1,ENSMUSG00000020079,62264988,62285517,10,protein_coding,Supv3l1
13096,ENSG00000119760,27650809,27663840,2,protein_coding,SUPT7L,ENSMUSG00000053134,31671908,31685151,5,protein_coding,Supt7l
328,ENSG00000109111,28662198,28702679,17,protein_coding,SUPT6H,ENSMUSG00000002052,78097572,78136813,11,protein_coding,Supt6
525,ENSG00000196235,39436156,39476670,19,protein_coding,SUPT5H,ENSMUSG00000003435,28014316,28038171,7,protein_coding,Supt5
2295,ENSG00000213246,58345175,58353093,17,protein_coding,SUPT4H1,ENSMUSG00000020485,87628378,87634449,11,protein_coding,Supt4a
10079,ENSG00000196284,44809317,45377953,6,protein_coding,SUPT3H,ENSMUSG00000038954,45088039,45430177,17,protein_coding,Supt3
5612,ENSG00000102710,37009312,37059713,13,protein_coding,SUPT20H,ENSMUSG00000027751,54600228,54636187,3,protein_coding,Supt20
9009,ENSG00000092201,21351476,21384019,14,protein_coding,SUPT16H,ENSMUSG00000035726,52397871,52434873,14,protein_coding,Supt16
12561,ENSG00000139531,55997180,56006641,12,protein_coding,SUOX,ENSMUSG00000049858,128505763,128509942,10,protein_coding,Suox
5477,ENSG00000167098,32983773,33004433,20,protein_coding,SUN5,ENSMUSG00000027480,153698108,153713004,2,protein_coding,Sun5
10756,ENSG00000164744,47987148,48029119,7,protein_coding,SUN3,ENSMUSG00000040985,8966054,8998991,11,protein_coding,Sun3
11189,ENSG00000100242,38733290,38794143,22,protein_coding,SUN2,ENSMUSG00000042524,79608271,79626737,15,protein_coding,Sun2
9310,ENSG00000164828,816615,896435,7,protein_coding,SUN1,ENSMUSG00000036817,139186392,139235595,5,protein_coding,Sun1
4531,ENSG00000129103,56064002,56080670,7,protein_coding,SUMF2,ENSMUSG00000025538,129875827,129892891,5,protein_coding,Sumf2
6823,ENSG00000144455,3700814,4467273,3,protein_coding,SUMF1,ENSMUSG00000030101,108083989,108162543,6,protein_coding,Sumf1
9733,ENSG00000138068,37167820,37196598,2,protein_coding,SULT6B1,ENSMUSG00000038045,79191367,79214421,17,protein_coding,Sult6b1
1796,ENSG00000130540,43824509,43862513,22,protein_coding,SULT4A1,ENSMUSG00000018865,83960298,83989955,15,protein_coding,Sult4a1
496,ENSG00000088002,48552172,48599425,19,protein_coding,SULT2B1,ENSMUSG00000003271,45379407,45434093,7,protein_coding,Sult2b1
6450,ENSG00000109193,69841212,69860145,4,protein_coding,SULT1E1,ENSMUSG00000029272,87723828,87739453,5,protein_coding,Sult1e1
3634,ENSG00000198203,108288639,108309915,2,protein_coding,SULT1C2,ENSMUSG00000023122,54136665,54153367,17,protein_coding,Sult1c2
3733,ENSG00000196228,108239968,108265351,2,protein_coding,SULT1C3,ENSMUSG00000023943,54268643,54297702,17,protein_coding,Sult1c1
6448,ENSG00000173597,69721167,69787961,4,protein_coding,SULT1B1,ENSMUSG00000029269,87661198,87686054,5,protein_coding,Sult1b1
961,ENSG00000196562,47656348,47786616,20,protein_coding,SULF2,ENSMUSG00000006800,165915009,165997583,2,protein_coding,Sulf2
1562,ENSG00000137573,69466624,69660915,8,protein_coding,SULF1,ENSMUSG00000016918,12762501,12931416,1,protein_coding,Sulf1
3066,ENSG00000165416,52652709,52700909,13,protein_coding,SUGT1,ENSMUSG00000022024,79825131,79872636,14,protein_coding,Sugt1
9097,ENSG00000064607,18990888,19034023,19,protein_coding,SUGP2,ENSMUSG00000036054,70686876,70732565,8,protein_coding,Sugp2
1222,ENSG00000105705,19276018,19320509,19,protein_coding,SUGP1,ENSMUSG00000011306,70495463,70524997,8,protein_coding,Sugp1
13357,ENSG00000175600,40135005,40860763,7,protein_coding,SUGCT,ENSMUSG00000055137,17032057,17870138,13,protein_coding,Sugct
4389,ENSG00000107882,102503972,102633535,10,protein_coding,SUFU,ENSMUSG00000025231,46385335,46477243,19,protein_coding,Sufu
14416,ENSG00000111707,118376555,118418033,12,protein_coding,SUDS3,ENSMUSG00000066900,117229745,117254178,5,protein_coding,Suds3
10525,ENSG00000094975,172532349,172611833,1,protein_coding,SUCO,ENSMUSG00000040297,161643683,161704251,1,protein_coding,Suco
5615,ENSG00000198829,151873643,151884619,3,protein_coding,SUCNR1,ENSMUSG00000027762,59989290,59994987,3,protein_coding,Sucnr1
14068,ENSG00000172340,67360460,67654612,3,protein_coding,SUCLG2,ENSMUSG00000061838,95449990,95695781,6,protein_coding,Suclg2
13041,ENSG00000163541,84423528,84460045,2,protein_coding,SUCLG1,ENSMUSG00000052738,73225365,73253894,6,protein_coding,Suclg1
3111,ENSG00000136143,47745736,48037968,13,protein_coding,SUCLA2,ENSMUSG00000022110,73762759,73833582,14,protein_coding,Sucla2
3158,ENSG00000113387,32531633,32604079,5,protein_coding,SUB1,ENSMUSG00000022205,11981425,11997069,15,protein_coding,Sub1
1835,ENSG00000127952,75996338,76048004,7,protein_coding,STYXL1,ENSMUSG00000019178,135776074,135807239,5,protein_coding,Styxl1
8174,ENSG00000060140,10618923,10674318,12,protein_coding,STYK1,ENSMUSG00000032899,131276105,131330560,6,protein_coding,Styk1
11904,ENSG00000168952,24809454,25050147,14,protein_coding,STXBP6,ENSMUSG00000046314,44899267,45121492,12,protein_coding,Stxbp6
3498,ENSG00000145087,120908072,121424761,3,protein_coding,STXBP5L,ENSMUSG00000022829,36935304,37205324,16,protein_coding,Stxbp5l
1912,ENSG00000164506,147204417,147390476,6,protein_coding,STXBP5,ENSMUSG00000019790,9631291,9776823,10,protein_coding,Stxbp5
2319,ENSG00000166263,54968727,55173632,17,protein_coding,STXBP4,ENSMUSG00000020546,90367318,90528910,11,protein_coding,Stxbp4
5678,ENSG00000116266,108746674,108809523,1,protein_coding,STXBP3,ENSMUSG00000027882,108700492,108747842,3,protein_coding,Stxbp3
658,ENSG00000076944,7636881,7647873,19,protein_coding,STXBP2,ENSMUSG00000004626,3680955,3693644,8,protein_coding,Stxbp2
5121,ENSG00000136854,127579370,127696027,9,protein_coding,STXBP1,ENSMUSG00000026797,32677614,32737257,2,protein_coding,Stxbp1
2529,ENSG00000170310,9250471,9576591,17,protein_coding,STX8,ENSMUSG00000020903,67857019,68097974,11,protein_coding,Stx8
2020,ENSG00000079950,132445867,132513198,6,protein_coding,STX7,ENSMUSG00000019998,24025200,24066120,10,protein_coding,Stx7
4940,ENSG00000135823,180972712,181023121,1,protein_coding,STX6,ENSMUSG00000026470,155034461,155084002,1,protein_coding,Stx6
1168,ENSG00000162236,62806860,62832051,11,protein_coding,STX5,ENSMUSG00000010110,8718777,8733433,19,protein_coding,Stx5a
7155,ENSG00000103496,31032889,31042975,16,protein_coding,STX4,ENSMUSG00000030805,127423466,127448191,7,protein_coding,Stx4a
10882,ENSG00000166900,59713456,59805882,11,protein_coding,STX3,ENSMUSG00000041488,11752482,11796767,19,protein_coding,Stx3
6528,ENSG00000111450,130789600,130839266,12,protein_coding,STX2,ENSMUSG00000029428,129061621,129085638,5,protein_coding,Stx2
7156,ENSG00000099365,30989256,31010638,16,protein_coding,STX1B,ENSMUSG00000030806,127403072,127423721,7,protein_coding,Stx1b
988,ENSG00000106089,73699206,73719672,7,protein_coding,STX1A,ENSMUSG00000007207,135052336,135079954,5,protein_coding,Stx1a
12202,ENSG00000178750,94014365,94028597,3,protein_coding,STX19,ENSMUSG00000047854,62635039,62644709,16,protein_coding,Stx19
6360,ENSG00000168818,4415742,4542346,4,protein_coding,STX18,ENSMUSG00000029125,38196086,38295109,5,protein_coding,Stx18
14029,ENSG00000136874,99906654,99974534,9,protein_coding,STX17,ENSMUSG00000061455,48124915,48186507,4,protein_coding,Stx17
5501,ENSG00000124222,58651253,58679526,20,protein_coding,STX16,ENSMUSG00000027522,173918101,173941564,2,protein_coding,Stx16
6216,ENSG00000117758,27773219,27824443,1,protein_coding,STX12,ENSMUSG00000028879,132580812,132611820,4,protein_coding,Stx12
10187,ENSG00000135604,144150517,144191939,6,protein_coding,STX11,ENSMUSG00000039232,12813953,12840042,10,protein_coding,Stx11
13200,ENSG00000203685,226548764,226609230,1,protein_coding,STUM,ENSMUSG00000053963,180259952,180311069,1,protein_coding,Stum
10298,ENSG00000103266,680224,682870,16,protein_coding,STUB1,ENSMUSG00000039615,26049479,26052378,17,protein_coding,Stub1
7988,ENSG00000163527,31532638,31637616,3,protein_coding,STT3B,ENSMUSG00000032437,115071649,115139489,9,protein_coding,Stt3b
7818,ENSG00000134910,125591712,125625215,11,protein_coding,STT3A,ENSMUSG00000032116,36640640,36678975,9,protein_coding,Stt3a
6955,ENSG00000090372,46719511,46746994,19,protein_coding,STRN4,ENSMUSG00000030374,16549814,16574856,7,protein_coding,Strn4
2562,ENSG00000196792,30893799,31026401,14,protein_coding,STRN3,ENSMUSG00000020954,51656415,51738680,12,protein_coding,Strn3
3811,ENSG00000115808,36837698,36966536,2,protein_coding,STRN,ENSMUSG00000024077,78957342,79044625,17,protein_coding,Strn
10304,ENSG00000128578,129434432,129488399,7,protein_coding,STRIP2,ENSMUSG00000039629,29917011,29959680,6,protein_coding,Strip2
1340,ENSG00000143093,110031577,110074641,1,protein_coding,STRIP1,ENSMUSG00000014601,107519848,107539010,3,protein_coding,Strip1
8336,ENSG00000242866,43599563,43618800,15,protein_coding,STRC,ENSMUSG00000033498,121194209,121217649,2,protein_coding,Strc
5191,ENSG00000165209,123109500,123268586,9,protein_coding,STRBP,ENSMUSG00000026915,37373240,37593871,2,protein_coding,Strbp
6879,ENSG00000023734,15882387,15903478,12,protein_coding,STRAP,ENSMUSG00000030224,137712076,137728930,6,protein_coding,Strap
4714,ENSG00000082146,201387858,201480846,2,protein_coding,STRADB,ENSMUSG00000026027,59012681,59034874,1,protein_coding,Stradb
14586,ENSG00000266173,63682336,63741986,17,protein_coding,STRADA,ENSMUSG00000069631,106054156,106092994,11,protein_coding,Strada
6742,ENSG00000146857,135231979,135258663,7,protein_coding,STRA8,ENSMUSG00000029848,34897098,34916279,6,protein_coding,Stra8
7922,ENSG00000137868,74179466,74212267,15,protein_coding,STRA6,ENSMUSG00000032327,57971071,58061279,9,protein_coding,Stra6
9297,ENSG00000197768,137251261,137253483,9,protein_coding,STPG3,ENSMUSG00000036770,25102219,25104649,2,protein_coding,Stpg3
12221,ENSG00000163116,97184093,98143476,4,protein_coding,STPG2,ENSMUSG00000047940,138911455,139416060,3,protein_coding,Stpg2
6173,ENSG00000001460,24356999,24416934,1,protein_coding,STPG1,ENSMUSG00000028801,135222101,135265114,4,protein_coding,Stpg1
9766,ENSG00000173320,183797692,184023526,4,protein_coding,STOX2,ENSMUSG00000038143,47633083,47899397,8,protein_coding,Stox2
9355,ENSG00000165730,68827531,68895432,10,protein_coding,STOX1,ENSMUSG00000036923,62494822,62561907,10,protein_coding,Stox1
2565,ENSG00000140022,81260652,81436465,14,protein_coding,STON2,ENSMUSG00000020961,91599783,91755161,12,protein_coding,Ston2
8425,ENSG00000243244,48529383,48598513,2,protein_coding,STON1,ENSMUSG00000033855,88905112,88970014,17,protein_coding,Ston1
5608,ENSG00000133115,38965925,38990859,13,protein_coding,STOML3,ENSMUSG00000027744,53396074,53415923,3,protein_coding,Stoml3
5975,ENSG00000165283,35099776,35103195,9,protein_coding,STOML2,ENSMUSG00000028455,43027690,43031710,4,protein_coding,Stoml2
7927,ENSG00000067221,73978926,73994622,15,protein_coding,STOML1,ENSMUSG00000032333,58160447,58169803,9,protein_coding,Stoml1
5178,ENSG00000148175,121338987,121370304,9,protein_coding,STOM,ENSMUSG00000026880,35203998,35226988,2,protein_coding,Stom
11241,ENSG00000107960,103877569,103918184,10,protein_coding,STN1,ENSMUSG00000042694,47489472,47525946,19,protein_coding,Stn1
14234,ENSG00000230873,17102050,17131378,6,protein_coding,STMND1,ENSMUSG00000063529,46427197,46453591,13,protein_coding,Stmnd1
3079,ENSG00000015592,27235308,27258420,8,protein_coding,STMN4,ENSMUSG00000022044,66581745,66599129,14,protein_coding,Stmn4
5530,ENSG00000197457,63639705,63657682,20,protein_coding,STMN3,ENSMUSG00000027581,180948252,180956293,2,protein_coding,Stmn3
5489,ENSG00000104435,79611117,79666158,8,protein_coding,STMN2,ENSMUSG00000027500,8574420,8626666,3,protein_coding,Stmn2
6185,ENSG00000117632,25884181,25906991,1,protein_coding,STMN1,ENSMUSG00000028832,134195631,134201154,4,protein_coding,Stmn1
